,time,precipitation
263,2016-09-20,2.7272725
264,2016-09-21,2.5128498
265,2016-09-22,2.7941568
266,2016-09-23,2.868556
267,2016-09-24,3.060429
268,2016-09-25,3.0630977
269,2016-09-26,2.7258222
270,2016-09-27,2.339378
271,2016-09-28,2.6255438
272,2016-09-29,2.3348541
273,2016-09-30,2.4012127
274,2016-10-01,2.8227122
275,2016-10-02,2.8998535
276,2016-10-03,3.3952541
277,2016-10-04,3.674798
278,2016-10-05,2.9657638
279,2016-10-06,2.7240796
280,2016-10-07,3.099207
281,2016-10-08,3.1884344
282,2016-10-09,3.005578
283,2016-10-10,3.1993296
284,2016-10-11,2.9782324
285,2016-10-12,2.975682
286,2016-10-13,2.9252024
287,2016-10-14,2.6322615
288,2016-10-15,2.7573326
289,2016-10-16,2.6080027
290,2016-10-17,2.189065
291,2016-10-18,2.7736838
292,2016-10-19,2.3876586
293,2016-10-20,2.9483006
294,2016-10-21,3.186583
295,2016-10-22,3.48573
296,2016-10-23,3.2330844
297,2016-10-24,3.098901
298,2016-10-25,2.4769058
299,2016-10-26,2.477533
300,2016-10-27,2.6843805
301,2016-10-28,2.6623135
302,2016-10-29,2.130299
303,2016-10-30,2.2839103
304,2016-10-31,2.1487992
305,2016-11-01,2.2576618
306,2016-11-02,2.3536744
307,2016-11-03,2.9655893
308,2016-11-04,3.4107566
309,2016-11-05,2.801227
310,2016-11-06,3.3467066
311,2016-11-07,3.9907937
312,2016-11-08,3.672778
313,2016-11-09,2.7598197
314,2016-11-10,2.6582835
315,2016-11-11,1.9871039
316,2016-11-12,1.9942359
317,2016-11-13,1.97811
318,2016-11-14,1.9241648
319,2016-11-15,2.4720495
320,2016-11-16,2.5230114
321,2016-11-17,2.1709023
322,2016-11-18,2.681493
323,2016-11-19,2.666485
324,2016-11-20,2.097038
325,2016-11-21,2.4088006
326,2016-11-22,2.4167686
327,2016-11-23,2.1395195
328,2016-11-24,2.1344273
329,2016-11-25,2.1117644
330,2016-11-26,2.2117844
331,2016-11-27,2.5940084
332,2016-11-28,2.727376
333,2016-11-29,2.5743213
334,2016-11-30,2.234575
335,2016-12-01,2.972028
336,2016-12-02,2.5888717
337,2016-12-03,2.4680207
338,2016-12-04,2.662321
339,2016-12-05,2.9358268
340,2016-12-06,3.3275526
341,2016-12-07,2.553652
342,2016-12-08,2.276073
343,2016-12-09,2.3578515
344,2016-12-10,2.2947478
345,2016-12-11,1.8131545
346,2016-12-12,2.3377922
347,2016-12-13,3.0394723
348,2016-12-14,3.2226348
349,2016-12-15,3.1904616
350,2016-12-16,2.752764
351,2016-12-17,2.3397393
352,2016-12-18,2.4152822
353,2016-12-19,2.2571776
354,2016-12-20,1.99193
355,2016-12-21,2.008303
356,2016-12-22,2.528602
357,2016-12-23,2.8496542
358,2016-12-24,2.4789395
359,2016-12-25,1.8604543
360,2016-12-26,2.5954087
361,2016-12-27,2.3923764
362,2016-12-28,2.748177
363,2016-12-29,2.2030833
364,2016-12-30,2.178259
365,2016-12-31,2.3757477
366,2017-01-01,1.7929658
367,2017-01-02,1.9183029
368,2017-01-03,2.1691766
369,2017-01-04,2.167766
370,2017-01-05,2.372769
371,2017-01-06,2.3507717
372,2017-01-07,2.830979
373,2017-01-08,2.9522383
374,2017-01-09,2.3648033
375,2017-01-10,2.5045402
376,2017-01-11,2.2704875
377,2017-01-12,1.9534701
378,2017-01-13,2.3443315
379,2017-01-14,2.6657636
380,2017-01-15,2.8669438
381,2017-01-16,2.6321115
382,2017-01-17,2.3031492
383,2017-01-18,2.4307804
384,2017-01-19,1.9472353
385,2017-01-20,2.1640313
386,2017-01-21,2.5038497
387,2017-01-22,2.8572967
388,2017-01-23,2.7510374
389,2017-01-24,2.283277
390,2017-01-25,2.159806
391,2017-01-26,2.0660856
392,2017-01-27,2.0984502
393,2017-01-28,2.167957
394,2017-01-29,2.402244
395,2017-01-30,2.8512414
396,2017-01-31,2.5246167
397,2017-02-01,2.539684
398,2017-02-02,1.9626513
399,2017-02-03,1.9632134
400,2017-02-04,1.8865772
401,2017-02-05,2.4516525
402,2017-02-06,2.5641289
403,2017-02-07,2.6206102
404,2017-02-08,2.6527882
405,2017-02-09,3.2058082
406,2017-02-10,2.586245
407,2017-02-11,2.228618
408,2017-02-12,2.3181388
409,2017-02-13,2.4303882
410,2017-02-14,2.2920518
411,2017-02-15,2.095962
412,2017-02-16,2.3702927
413,2017-02-17,2.7961888
414,2017-02-18,2.34972
415,2017-02-19,1.6459241
416,2017-02-20,2.4396694
417,2017-02-21,3.001664
418,2017-02-22,3.1393855
419,2017-02-23,2.6068063
420,2017-02-24,2.3745813
421,2017-02-25,2.2840405
422,2017-02-26,2.0150027
423,2017-02-27,1.8532085
424,2017-02-28,1.9515496
425,2017-03-01,1.8051846
426,2017-03-02,2.43729
427,2017-03-03,2.5468953
428,2017-03-04,2.164152
429,2017-03-05,1.8873111
430,2017-03-06,1.8692533
431,2017-03-07,1.9545095
432,2017-03-08,1.9698927
433,2017-03-09,2.055408
434,2017-03-10,2.0343041
435,2017-03-11,2.0614734
436,2017-03-12,2.1006298
437,2017-03-13,1.9542234
438,2017-03-14,2.486164
439,2017-03-15,2.3329914
440,2017-03-16,2.5444925
441,2017-03-17,2.2709997
442,2017-03-18,1.8445475
443,2017-03-19,1.834215
444,2017-03-20,1.8942344
445,2017-03-21,2.4691722
446,2017-03-22,2.342759
447,2017-03-23,2.5003197
448,2017-03-24,2.519328
449,2017-03-25,2.0640957
450,2017-03-26,1.8706018
451,2017-03-27,1.9357287
452,2017-03-28,2.1526444
453,2017-03-29,2.380342
454,2017-03-30,2.852632
455,2017-03-31,2.6218646
456,2017-04-01,1.9535943
457,2017-04-02,2.100859
458,2017-04-03,2.389925
459,2017-04-04,2.060112
460,2017-04-05,1.7160635
461,2017-04-06,1.7885301
462,2017-04-07,1.7129159
463,2017-04-08,1.7919548
464,2017-04-09,1.7641078
465,2017-04-10,2.030755
466,2017-04-11,2.1766543
467,2017-04-12,1.5905977
468,2017-04-13,1.3964908
469,2017-04-14,1.4512403
470,2017-04-15,1.9413229
471,2017-04-16,2.0840392
472,2017-04-17,2.381311
473,2017-04-18,2.2907143
474,2017-04-19,2.3846495
475,2017-04-20,2.606267
476,2017-04-21,2.3132296
477,2017-04-22,1.7911683
478,2017-04-23,1.9342804
479,2017-04-24,2.1693368
480,2017-04-25,2.1584961
481,2017-04-26,2.1542575
482,2017-04-27,2.6146035
483,2017-04-28,2.6692948
484,2017-04-29,2.8065224
485,2017-04-30,2.2669866
486,2017-05-01,2.0303373
487,2017-05-02,2.3405008
488,2017-05-03,2.3750136
489,2017-05-04,2.0262806
490,2017-05-05,2.2782886
491,2017-05-06,2.371887
492,2017-05-07,2.4939592
493,2017-05-08,2.1341386
494,2017-05-09,1.7578312
495,2017-05-10,1.7671263
496,2017-05-11,2.1134844
497,2017-05-12,2.1859944
498,2017-05-13,2.4382617
499,2017-05-14,2.250629
500,2017-05-15,2.2203004
501,2017-05-16,2.749296
502,2017-05-17,2.892169
503,2017-05-18,2.1819003
504,2017-05-19,1.854633
505,2017-05-20,2.4128063
506,2017-05-21,2.514071
507,2017-05-22,1.9596713
508,2017-05-23,2.003733
509,2017-05-24,2.2475913
510,2017-05-25,2.2364967
511,2017-05-26,2.367803
512,2017-05-27,2.108573
513,2017-05-28,2.1527777
514,2017-05-29,2.2432096
515,2017-05-30,2.2638886
516,2017-05-31,2.3662214
517,2017-06-01,2.2904928
518,2017-06-02,2.2739804
519,2017-06-03,2.333918
520,2017-06-04,2.5608363
521,2017-06-05,2.765465
522,2017-06-06,2.763297
523,2017-06-07,2.7312605
524,2017-06-08,2.7281675
525,2017-06-09,2.741076
526,2017-06-10,2.2519019
527,2017-06-11,2.1137872
528,2017-06-12,2.1524518
529,2017-06-13,2.4895456
530,2017-06-14,2.5824332
531,2017-06-15,2.3646057
532,2017-06-16,2.2652895
533,2017-06-17,2.1715422
534,2017-06-18,2.308926
535,2017-06-19,2.4527185
536,2017-06-20,2.7608185
537,2017-06-21,2.667409
538,2017-06-22,2.481367
539,2017-06-23,2.215559
540,2017-06-24,2.3334699
541,2017-06-25,2.2636147
542,2017-06-26,1.9442797
543,2017-06-27,2.1909304
544,2017-06-28,2.4672375
545,2017-06-29,2.5007367
546,2017-06-30,2.3248515
547,2017-07-01,2.3589761
548,2017-07-02,2.2240806
549,2017-07-03,2.1101532
550,2017-07-04,2.1528153
551,2017-07-05,2.4087477
552,2017-07-06,2.4449866
553,2017-07-07,2.0764468
554,2017-07-08,2.3839285
555,2017-07-09,2.3829656
556,2017-07-10,2.3219883
557,2017-07-11,2.2868378
558,2017-07-12,2.0723984
559,2017-07-13,2.0943336
560,2017-07-14,2.1406758
561,2017-07-15,1.8688164
562,2017-07-16,1.9154338
563,2017-07-17,2.0963728
564,2017-07-18,2.293607
565,2017-07-19,2.3645434
566,2017-07-20,2.6577032
567,2017-07-21,2.5717964
568,2017-07-22,2.487465
569,2017-07-23,2.574091
570,2017-07-24,2.7635326
571,2017-07-25,2.7868464
572,2017-07-26,2.6294885
573,2017-07-27,2.3184323
574,2017-07-28,2.3926978
575,2017-07-29,2.7582505
576,2017-07-30,2.6175218
577,2017-07-31,2.9348938
578,2017-08-01,2.5679114
579,2017-08-02,2.6459105
580,2017-08-03,2.6088302
581,2017-08-04,2.452737
582,2017-08-05,2.4430077
583,2017-08-06,2.5793684
584,2017-08-07,2.8370228
585,2017-08-08,2.8387356
586,2017-08-09,2.364555
587,2017-08-10,2.306355
588,2017-08-11,2.4884121
589,2017-08-12,2.917021
590,2017-08-13,2.75725
591,2017-08-14,2.3125212
592,2017-08-15,2.2190125
593,2017-08-16,2.1158745
594,2017-08-17,2.439997
595,2017-08-18,2.1305077
596,2017-08-19,2.2035465
597,2017-08-20,2.5501547
598,2017-08-21,2.483671
599,2017-08-22,2.5975854
600,2017-08-23,2.210083
601,2017-08-24,2.2880967
602,2017-08-25,2.2860596
603,2017-08-26,2.0040343
604,2017-08-27,2.1024096
605,2017-08-28,2.159175
606,2017-08-29,2.6980433
607,2017-08-30,2.7400832
608,2017-08-31,2.9811807
609,2017-09-01,3.2441325
610,2017-09-02,3.2453763
611,2017-09-03,3.121928
612,2017-09-04,2.9922743
613,2017-09-05,2.5356433
614,2017-09-06,2.2983072
615,2017-09-07,2.6369567
616,2017-09-08,2.9555233
617,2017-09-09,2.9588022
618,2017-09-10,3.1256533
619,2017-09-11,3.2941504
620,2017-09-12,2.8061283
621,2017-09-13,2.6298428
622,2017-09-14,2.1647394
623,2017-09-15,2.5218446
624,2017-09-16,2.5949495
625,2017-09-17,2.9699094
626,2017-09-18,2.906543
627,2017-09-19,2.716098
628,2017-09-20,2.9301872
629,2017-09-21,2.8743927
630,2017-09-22,2.8016396
631,2017-09-23,2.6495197
632,2017-09-24,2.6426651
633,2017-09-25,2.5063245
634,2017-09-26,2.6659982
635,2017-09-27,3.1549034
636,2017-09-28,3.153976
637,2017-09-29,2.6385307
638,2017-09-30,2.6926572
639,2017-10-01,2.8595564
640,2017-10-02,3.2669954
641,2017-10-03,3.263312
642,2017-10-04,2.8584325
643,2017-10-05,2.4984982
644,2017-10-06,2.2734308
645,2017-10-07,2.8654356
646,2017-10-08,2.5001287
647,2017-10-09,1.9541168
648,2017-10-10,1.8824581
649,2017-10-11,2.4312305
650,2017-10-12,1.8646553
651,2017-10-13,1.7608851
652,2017-10-14,2.3247457
653,2017-10-15,2.7014456
654,2017-10-16,2.7927458
655,2017-10-17,2.5689456
656,2017-10-18,2.6422634
657,2017-10-19,2.7161179
658,2017-10-20,2.8125665
659,2017-10-21,3.892563
660,2017-10-22,4.1992497
661,2017-10-23,3.4086938
662,2017-10-24,3.5534704
663,2017-10-25,2.9893763
664,2017-10-26,2.7225645
665,2017-10-27,2.1249437
666,2017-10-28,2.4917397
667,2017-10-29,3.5881023
668,2017-10-30,2.8007104
669,2017-10-31,1.7530991
670,2017-11-01,1.3784689
671,2017-11-02,1.6256078
672,2017-11-03,2.0563593
673,2017-11-04,2.1692882
674,2017-11-05,2.619124
675,2017-11-06,2.8139694
676,2017-11-07,2.3357441
677,2017-11-08,2.1921854
678,2017-11-09,2.2838142
679,2017-11-10,2.2180874
680,2017-11-11,2.2724786
681,2017-11-12,1.9265162
682,2017-11-13,2.131965
683,2017-11-14,2.482039
684,2017-11-15,2.5653486
685,2017-11-16,2.3668644
686,2017-11-17,2.7080345
687,2017-11-18,3.4934552
688,2017-11-19,3.2995532
689,2017-11-20,2.7183352
690,2017-11-21,2.7582722
691,2017-11-22,2.9276805
692,2017-11-23,2.7526135
693,2017-11-24,2.4456375
694,2017-11-25,2.497994
695,2017-11-26,2.163828
696,2017-11-27,2.0525537
697,2017-11-28,1.9034938
698,2017-11-29,1.8948646
699,2017-11-30,1.9893866
700,2017-12-01,2.2031038
701,2017-12-02,2.205127
702,2017-12-03,2.1948943
703,2017-12-04,2.630693
704,2017-12-05,3.186262
705,2017-12-06,2.9370453
706,2017-12-07,3.1011798
707,2017-12-08,2.9511194
708,2017-12-09,3.6578934
709,2017-12-10,4.346511
710,2017-12-11,3.121416
711,2017-12-12,2.375791
712,2017-12-13,2.8471975
713,2017-12-14,2.6641765
714,2017-12-15,2.1747715
715,2017-12-16,2.471296
716,2017-12-17,2.7112224
717,2017-12-18,2.2953508
718,2017-12-19,2.2237625
719,2017-12-20,2.2461154
720,2017-12-21,2.3091223
721,2017-12-22,2.175097
722,2017-12-23,2.3991416
723,2017-12-24,2.6000636
724,2017-12-25,2.882897
725,2017-12-26,2.4850726
726,2017-12-27,2.2983239
727,2017-12-28,2.628992
728,2017-12-29,2.587153
729,2017-12-30,2.2089944
730,2017-12-31,2.243166
731,2018-01-01,2.6406336
732,2018-01-02,2.6003866
733,2018-01-03,3.408403
734,2018-01-04,3.6722538
735,2018-01-05,3.2934353
736,2018-01-06,2.7762222
737,2018-01-07,2.9453359
738,2018-01-08,3.5785334
739,2018-01-09,2.5025935
740,2018-01-10,2.228787
741,2018-01-11,2.4668176
742,2018-01-12,2.878785
743,2018-01-13,2.744515
744,2018-01-14,2.2191331
745,2018-01-15,1.7977219
746,2018-01-16,2.337026
747,2018-01-17,2.2382112
748,2018-01-18,2.2589939
749,2018-01-19,2.2931004
750,2018-01-20,1.8783416
751,2018-01-21,2.0058527
752,2018-01-22,2.3938682
753,2018-01-23,2.6011438
754,2018-01-24,2.4124837
755,2018-01-25,2.2716339
756,2018-01-26,2.0667498
757,2018-01-27,2.3135796
758,2018-01-28,2.911707
759,2018-01-29,2.4438882
760,2018-01-30,2.0826662
761,2018-01-31,2.3025532
762,2018-02-01,2.0268452
763,2018-02-02,2.0307374
764,2018-02-03,2.437298
765,2018-02-04,2.396043
766,2018-02-05,2.0309467
767,2018-02-06,2.1514766
768,2018-02-07,1.886454
769,2018-02-08,1.7010624
770,2018-02-09,2.1768694
771,2018-02-10,2.2152615
772,2018-02-11,2.3782785
773,2018-02-12,2.6123722
774,2018-02-13,2.2476916
775,2018-02-14,1.965487
776,2018-02-15,1.838947
777,2018-02-16,2.119207
778,2018-02-17,2.4769285
779,2018-02-18,2.1190026
780,2018-02-19,1.8058745
781,2018-02-20,2.0675194
782,2018-02-21,1.8033558
783,2018-02-22,1.644941
784,2018-02-23,2.2388558
785,2018-02-24,2.019379
786,2018-02-25,2.514564
787,2018-02-26,2.5482469
788,2018-02-27,2.6995766
789,2018-02-28,2.6521184
790,2018-03-01,2.286985
791,2018-03-02,2.4235244
792,2018-03-03,2.3546216
793,2018-03-04,2.0137625
794,2018-03-05,2.1186547
795,2018-03-06,1.9685626
796,2018-03-07,1.880497
797,2018-03-08,1.777421
798,2018-03-09,1.8511275
799,2018-03-10,2.203225
800,2018-03-11,2.07693
801,2018-03-12,2.0358303
802,2018-03-13,2.0661416
803,2018-03-14,1.7962576
804,2018-03-15,1.8288735
805,2018-03-16,1.6219428
806,2018-03-17,1.8501632
807,2018-03-18,1.9951969
808,2018-03-19,2.3242505
809,2018-03-20,2.2915022
810,2018-03-21,1.9829608
811,2018-03-22,2.1657174
812,2018-03-23,1.890891
813,2018-03-24,1.8746482
814,2018-03-25,1.5119725
815,2018-03-26,1.7378913
816,2018-03-27,1.9901644
817,2018-03-28,2.007016
818,2018-03-29,2.1104505
819,2018-03-30,1.9964193
820,2018-03-31,1.8811009
821,2018-04-01,1.6441693
822,2018-04-02,1.4521772
823,2018-04-03,1.3861794
824,2018-04-04,1.8630401
825,2018-04-05,2.4010022
826,2018-04-06,2.0188177
827,2018-04-07,2.0450115
828,2018-04-08,1.907387
829,2018-04-09,1.7063318
830,2018-04-10,1.9151595
831,2018-04-11,1.9530127
832,2018-04-12,1.9952946
833,2018-04-13,2.093709
834,2018-04-14,2.5048757
835,2018-04-15,2.7122295
836,2018-04-16,2.4532743
837,2018-04-17,1.9703232
838,2018-04-18,1.4466983
839,2018-04-19,1.4293212
840,2018-04-20,1.6135437
841,2018-04-21,1.6083372
842,2018-04-22,2.037223
843,2018-04-23,2.1018384
844,2018-04-24,2.2631695
845,2018-04-25,1.7856739
846,2018-04-26,2.0370464
847,2018-04-27,2.0975199
848,2018-04-28,2.3357906
849,2018-04-29,2.335605
850,2018-04-30,2.352397
851,2018-05-01,2.3599398
852,2018-05-02,2.214138
853,2018-05-03,2.0255573
854,2018-05-04,2.2167537
855,2018-05-05,2.026492
856,2018-05-06,2.3846884
857,2018-05-07,2.4249244
858,2018-05-08,2.3943515
859,2018-05-09,2.0605564
860,2018-05-10,2.1523626
861,2018-05-11,1.8358341
862,2018-05-12,1.6918449
863,2018-05-13,1.7644324
864,2018-05-14,1.8411735
865,2018-05-15,2.2830222
866,2018-05-16,2.3600748
867,2018-05-17,2.2236226
868,2018-05-18,2.1310854
869,2018-05-19,1.933987
870,2018-05-20,2.2955127
871,2018-05-21,2.5900419
872,2018-05-22,2.1750758
873,2018-05-23,1.9317406
874,2018-05-24,1.9019635
875,2018-05-25,2.265486
876,2018-05-26,2.2703068
877,2018-05-27,2.5526087
878,2018-05-28,2.4081345
879,2018-05-29,2.2219367
880,2018-05-30,2.4213448
881,2018-05-31,2.553815
882,2018-06-01,2.263127
883,2018-06-02,2.2015972
884,2018-06-03,1.9783177
885,2018-06-04,1.97189
886,2018-06-05,1.7545525
887,2018-06-06,1.5484945
888,2018-06-07,1.7013603
889,2018-06-08,1.9143333
890,2018-06-09,2.0705814
891,2018-06-10,2.7898777
892,2018-06-11,2.9228365
893,2018-06-12,2.730397
894,2018-06-13,2.8303144
895,2018-06-14,2.823722
896,2018-06-15,2.616582
897,2018-06-16,2.3024268
898,2018-06-17,2.401444
899,2018-06-18,2.5251923
900,2018-06-19,2.5632644
901,2018-06-20,2.4752083
902,2018-06-21,2.3807864
903,2018-06-22,2.5348966
904,2018-06-23,2.2023358
905,2018-06-24,1.972331
906,2018-06-25,2.1843297
907,2018-06-26,2.3820949
908,2018-06-27,2.2387722
909,2018-06-28,2.0884414
910,2018-06-29,2.1570337
911,2018-06-30,2.5385838
912,2018-07-01,2.6185377
913,2018-07-02,2.6833572
914,2018-07-03,2.7341654
915,2018-07-04,2.8108969
916,2018-07-05,2.352224
